product_url,product_name,price,rating,no_of_reviews,asin,description
https://www.amazon.in/Red-Lemon-Polyester-15-6-inch-Waterproof/dp/B07XYY2FW4,        Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903)       ,"2,849",4.2,152 ratings,B07XYY2FW4,"Material: This bag is made from Nylon with polyester lining which is waterproof. Unisex backpack for men and women     Compartments: 4 compartments including 1 main compartment for 15.6 inch laptop, 2 zippers at side, 1 anti-theft zipper at back keeping your wallet, cards and phone safe, 2 additional water pouches, Multiple interior slot pocket for your other belonging such as notebook, tablet, phones, water bottle. USB charging slot with ear phone hole     Capacity: 35-45 litres capacity used for daily office goers. Also used as travelling, hiking, trekking backpack     Accurate air bubbles reduces excess weight and stress by 55 % on your shoulders and Back tough air mesh cushion supports your spinal during long go     Compartment Description: Not Laptop Compatible; Age Range Description: Adult; Special Features: Laptop Compartment     
 See more product details"
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3L4PHK,        Tabelito® Casual 15.6 Inch (39.6 cm) Water Repellent Laptop Backpack Office College School Business Travel Bag Suitable for Men Women Boys & Girls Capacity 25 Litre (Grey)       ,549,4.2,"1,499 ratings",B08Y3L4PHK,"LARGE CAPACITY & ORGANIZED: Tabelito backpack has one separate laptop compartment that can hold any laptop up to 15.6 inch. It also has one spacious compartment for storing any item like daily necessities, tech related items, accessories, toiletries and many more. The front compartment comprises of many pockets, key hook to store your item in an organized manner and easier to find.    ORGANIZERS WITH MULTI LEVEL ZIPPERS: Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling    COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    LIGHTWEIGHT & DURABLE: Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.    
 See more product details"
https://www.amazon.in/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BK922Y5N,"        Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags(Pink)       ",799,4.3,107 ratings,B0BK922Y5N,"High-Quality Materials : Travel makeup pouch made of easy-to-clean PU leather fabric, special water-resistant surface to prevent internal products from getting wet.    PU Leather makeup bag function : Portable and Lightweight design with handle, Made of high-quality soft PU leather fabric, strong thickness make the bag more durable and easy to clean, special water-resistant surface to prevent internal products from getting wet.No need to worry about messy leaks when traveling.    Multifunctional storage makeup bags : This Make up Bags not only can storage your cosmetics, but also Jewelry, Electronic Accessories, Camera, Essential oil, Toiletries, Shaving Kit, glasses,Valuable objects and so on.    Convenient and Durable Handle : The zipper of the makeup travel bag opening design is reasonable,It's a easy to handle and very practical zipper pouch    Wonderful Gift : The travel makeup bag is perfect for daily use or travelling, it's a great gift for women and girls with the gift box on Mother's Day, Women's Day or Christmas ."
https://www.amazon.in/wooum-Resistant-Material-Messenger-Compartment/dp/B0BQFHN15L,        wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -       ,474,4.0,201 ratings,B0BQFHN15L,"Product Size -14x11x4 Inch / 35.56 x 28 x 10 cm , Product Color - Dark Grey , Materil Type Name - Khadi Fabric.Smooth Zipper and Flap Closure. Material Feature - Water and Scratch Resistance    Design for 14.1 inch laptop with Laptop compartment with dual zippered access and thick foam padding, protects your laptop very well. Made of top fabric, designed to be very lightweight and slim, but stylish, practical and durable.    It's a perfect messanger sling bag for working, short traveling, school and daily using.Adjustable Crossbody Shoulder Strap: Carry your crossbody bag securely thanks to the fully adjustable strap.    Number of Compartments: 1 zipper and 1 open Pocket on flap & 2 Zipper Compartment inside. and seperate Laptop padded Compartment inside the zipper compartment.    Crossbody Lapotop Messenger Bag Comes with 14.1 Inch Laptop Compartment and 3 Zip Compartment and One Velcro Pocket for your electronic gadget accessories.    Made in India product , Consisting of good stitching and Smooth zippers, this sling ensures long lasting durability & strength.You can use this bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use."
https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV,        Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue       ,429,3.9,"2,496 ratings",B0757K36YV,"Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant    Capacity: 20 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable    Special Features: Laptop Compartment; Closure Type: Zipper; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Age Range Description: Adult"
https://www.amazon.in/AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX,"        AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zippered Spacious Pockets | Durable Nylon Padded Fabric, for Men & Women (Black)       ",849,4.2,"2,787 ratings",B07FJV79CX,"3-IN-1 USAGE: This Bag can be used as a Laptop cover/ Messenger Bag/ Briefcase. It comes with a Detachable Padded Shoulder Strap to carry as a Shoulder bag along with a pair of Hideable Grab Handles.    SUPERIOR PROTECTION: Made with Ballistic Nylon Fabric, this Laptop Messenger Bag is Wrinkle-Free, Water-Resistant & Impact-Resistant. A padded inner layer protects your accessories against dust, dirt, bump, shock and accidental scratches, providing added safety to your Laptop/ Macbook/Tablet.    INCREDIBLY SPACIOUS: This large Capacity Bag comes with 1 zippered compartment for up to a 14” Laptop or tablet, hard disk, file, notebook, cheque book and other office supplies. There are 2 external zippered pockets for smartphone, power adapter, power bank, mouse and other utilities.    LIGHTWEIGHT & TRAVEL FRIENDLY: This Travel Bag comes with a Luggage strap and is Slim, Portable & Lightweight making it a perfect companion for Travel, Office, Business or College. It has reinforced stitching and High Quality YKK Zippers which makes it extremely durable. It has a front Velcro Sealing along with a lot for ID card.    WIDE COMPATIBILITY: C17: Compatible with Laptops upto 14”| [Outer Dimensions: 14.6 x 10.6 x 1.18 INCH (L xHxW)] [Inner: 13.8 x 10.2 INCH (L X H)] Weight: 250 Grams    
 See more product details"
https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74,        Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan       ,999,4.4,"2,268 ratings",B07G4CYC74,"Outer material: synthetic, color: tan; Waterproof    Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: yes, laptop size: 16strap type: adjustable    Age Range Description: Adult; Special Features: Back Padding; Pocket Description: Utility Pocket; Closure Type: Zipper    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
https://www.amazon.in/ADISA-Womens-Sling-SL5059-CRE_Off-White/dp/B09154JPWQ,        ADISA Women's Quilted Cross Body Sling Bag       ,399,4.1,"2,147 ratings",B09154JPWQ,"Outer Material: PU / Synthetic    Dimensions: LxWxH - 8 x 2.75 x 5.75 inches    Pocket: 1, Compartment: 1    Closure: Twist Lock (Pull 'n' Turn)    Inner Material: Polyester, Occasion: Casual, Evening    Ideal for: Women and Girls"
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7,        Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown       ,949,4.4,"3,583 ratings",B07G4D13L7,"Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)    Concealed quick access Pockets on back panel; Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve    3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric, Embedded Organizer, USB and Headphone cable slot    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot    Special Features: Back Padding; Closure Type: Zipper; Pocket Description: Utility Pocket; Age Range Description: Adult; Water Resistance Level: Waterproof    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9,        F Gear String 11 Ltrs Nylon Black Gym Bag       ,189,4.0,415 ratings,B07PC28YQ9,Lightweight gym bags    Ergonomic Design    Durable    Size-(Hxlxw) Cm-(43x32x2) Cm::Gym Bags    Drawstring closure
https://www.amazon.in/wooum-Resistant-Material-Messenger-Compartment/dp/B0BQFHN15L,        wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -       ,474,4.0,201 ratings,B0BQFHN15L,"Product Size -14x11x4 Inch / 35.56 x 28 x 10 cm , Product Color - Dark Grey , Materil Type Name - Khadi Fabric.Smooth Zipper and Flap Closure. Material Feature - Water and Scratch Resistance    Design for 14.1 inch laptop with Laptop compartment with dual zippered access and thick foam padding, protects your laptop very well. Made of top fabric, designed to be very lightweight and slim, but stylish, practical and durable.    It's a perfect messanger sling bag for working, short traveling, school and daily using.Adjustable Crossbody Shoulder Strap: Carry your crossbody bag securely thanks to the fully adjustable strap.    Number of Compartments: 1 zipper and 1 open Pocket on flap & 2 Zipper Compartment inside. and seperate Laptop padded Compartment inside the zipper compartment.    Crossbody Lapotop Messenger Bag Comes with 14.1 Inch Laptop Compartment and 3 Zip Compartment and One Velcro Pocket for your electronic gadget accessories.    Made in India product , Consisting of good stitching and Smooth zippers, this sling ensures long lasting durability & strength.You can use this bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use."
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9,"        Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)       ",899,3.7,763 ratings,B09B2581S9,"100% Polyester, High Quality, Durable and Water Resistant Fabric    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    USB Charging Point to Charge On the Go - With our attached charging dock, now charing on the go is easier than before. Important Note: We do not provide Free Portable Charger with the Bag; 1-year International Warranty against manufacturing defects    Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult"
https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ,        Skybags Unisex Grey Jacqard 34L Laptop Bags       ,"1,155",4.4,12 ratings,B09ZV9SLBJ,"Ideal for a working professional travelling to work by bus, train, ola/uber/cab etc. Laptop compatibility & professional looking backpack"
https://www.amazon.in/SIDRUM-D2-Adjustable-Compatible-Mirrorless/dp/B09KH6CN1M,"        SIDRUM D2 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Grey)       ",664,4.4,158 ratings,B09KH6CN1M,"【Capacity】Size: 17*14*28cm, internal size: 15*12*26cm; Fits 1 camera +1 spare lens + mobile phone + other accessories.    【Multi-Functions】12MM ultra-thick body, firmly protect your camera;②Shoulder strap adjustable from 77~135cm, easy to carry;③Thicken stripe handle, comfortable and pressure release.    【Main Feature】Front zipper Compartment for Lens cap & Memory card and other accessories.Two elastic mesh pockets on the side for charger small parts storage;⑤Inner compartment bag for mobile phone, SD card box, filter cloth, or cleaning kit storage.    【Perfect Design and Good Quality】600D high-density nylon, waterproof and wear-resistant; 12mm pearl cotton velcro spacer for shockproof and pressure release;②All the sutures are strengthen make the camera bag more durable;③Zippers are made of alloy metal, which are smooth and no rust.④Cold and heat resistant hooks are durable and not easy to break.    【 COMPATIBILITY 】 Fits Nikon , Canon, Sony and All other DSLR cameras. Package Includes - 1 x D2 Camera Sling bag, 1 x Shoulder Strap , 2 x Spacer pads."
https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY,"        AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)       ",949,4.1,"2,565 ratings",B07WS6HTHY,"Innovative Design: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Premium Nylon Material which is waterproof with Impact resistant foam cushion and imported soft fur lining with 3D Foam Cushion Around which prevents scratches, Premium and Exquisite Zipper Closure.    Convenient, Comfortable and Elegant: One Front Zipper Pocket to organize accessories has ample storage for your Power bank, Phone, charger, Tabs, cable, Pen, Notebook, etc. Comes with Adjustable & Removable Shoulder Strap for easy portability.    A much Safer Way to Carry Laptop: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.    COMPATIBLE for all the major brands of Laptop Upto 13.3-Inch to 14-Inch Laptops.    Designed for most 13.3-Inch to 14-Inch Laptops and Ultrabook’s and easy to use, practical design and exquisite workmanship.    
 See more product details"
https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J,"        House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue       ",499,4.3,"6,467 ratings",B07MMGBD1J,"About this item    Spacious Storage Spaces - The multi-layer design gives this electronic travel bag more storage space. It can fit your tablet computer, power bank, mobile phone charger, cable, laptop adapter and etc. It comes with 10 buckles, it will disconnect cables and find them easily.    Easy to Adjusted and Carry - The padded dividers of this travel cable organizer case are adjustable. You can adjust them for your needs. It is a great electronics accessories organizer bag or computer cable organizer bag. It is perfect for home use or travel.    Shockproof & Waterproof - This organizer bag is made of dual layer waterproof fabric and shockproof material. All items in this bag are well protected. The high quality zippers are strong and durable.    Keep everything in one place - This travel electronics organizer bag helps you keep all your electronics accessories and various cables together. Size: 24.5 cm x 18.5 cm x 10 cm, ideal size fits easily in your luggage.    Perfect Gift - This electronics organizer is a perfect gift for men and women to use as travel kit.    
 See more product details"
https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP,"        LuvLap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent       ",549,4.3,516 ratings,B099ZVTNCP,"HYGIENICALLY PRE-SEALED : LuvLap Breast Milk Storage Bags have been hygienically pre-sealed and are leak proof. Can store, freeze and protect precious breastmilk    DURABLE DOUBLE-LAYER MATERIAL : This breastmilk storage bags made of durable double-layer material and built-in double zipper seal. It is Presterilized, free of BPA    SELF-STANDING DESIGN : The bags are self-standing. Provides enough space to write the details on its surface, allowing you to document the date and information about storage    SAFE & CONVENIENT : The bags lay flat, saves space. Designed for your safe and instant usage    Resistant to low temperature and high temperature. It can withstand minus 20 degrees to high temperature 120 degrees    
 See more product details"
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7,        Hidesign Women Sling Bag (Blue)       ,"1,999",4.4,103 ratings,B07SYJL1P7,Leather material blue colored sling bag    14 centimeters height x 24 centimeters length x 7 centimeters width    Zip closure    2 compartments and 1 pocket    1 year domestic warranty against manufacturing defects
https://www.amazon.in/Amazon-Brand-Womens-Sling-Light/dp/B07YXBTD6Z,        Amazon Brand - Eden & Ivy Women's Sling Bag       ,558,4.3,608 ratings,B07YXBTD6Z,Compact sling bag    17 cm height x 23 cm length x 7 cm width    Single compartment with two pockets    Classic style suitable for all occasion and outfits
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F,        Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy       ,999,4.4,"5,987 ratings",B07G4JQX2F,"Outer material: synthetic, color: navy. USB and headphone cable slot. With Rain Cover : No    Waterproof. Size:18 inch; Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 2. External bottle pocket    Laptop compatibility: yes, laptop size: 16strap type: adjustable. Anti theft waterproof bag with anti sweat fabric on back and shoulder straps    Special Features: Back Padding; Closure Type: Zipper; Pocket Description: Utility Pocket; Age Range Description: Adult    Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot ."
https://www.amazon.in/Wooum-Resistance-Laptop-Messenger-Briefcase/dp/B09BW4D31Z,        wooum 15.6 Inch Water Resistance Laptop Messenger Bag/Laptop Briefcase/Laptop Sling bag/Laptop Side Bag for Men and Women (Dark Grey)       ,597,4.1,404 ratings,B09BW4D31Z,"This Messenger + Briefcase comes with a total number of 3 Zip Compartments from Which 1 Main Compartment is for 15.6-inch laptop and front compartment for your tablet and other electronic gadget accessories like the laptop charger.    This bag is specially Design to protect 15.6 inch Laptop and Notebook , Ultrabook.; Padded Laptop Compartment: Business briefcase features a well cushion inner laptop sleeve with velcro strap to separate and secure your computer/tablet.    High Quality material used for long lasting life , Made of durable water-resistant exterior fabric as well as protective soft padded interior    Well-organized: The main compartment features a laptop slot and a tablet slot for up to 11"" iPad Pro with smart case & keyboard.    Department Name: Unisex-Adult; Outer Material Type: Polyurethane; Inner Material Type: Canvas    
 See more product details"
https://www.amazon.in/ASTRID-Blue-Textured-Cotton-Pouch/dp/B08W431L94,        ASTRID Blue Textured Cotton Tote Bag With Coin Pouch       ,711,4.4,219 ratings,B08W431L94,"✅ Zipper Closure. Dual Compartment ,One Small Compartment Inside With Zipper Closure And Two Patch Pocket Inside.    ✅ Made From 100% Sustainable And Natural Materials.    ✅ Well Stitched Sturdy Handle To Ensure Comfortable Grip.    ✅ This Latest Trendy Bag Is Perfect For Effortless Style For Coffee Meet Ups, College Works, Travelling, Etc.    ✅ This Bag Is Entirely Designed And Made In India Using Finest Quality Materials."
https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG,        Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey       ,"1,008",4.2,"53,052 ratings",B075Y6SRMG,"“COMPATIBLE WITH 15.6 INCH LAPTOP”: The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.    “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    ""CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.    “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop    Conveniently placed storage- In addition to the laptop compartment, there are separate pockets for mobile devices, business cards, and other daily tools in quick-access compartments. The main compartment offers extra space for magazines, notepad and other laptop accessories    “IN-THE-BOX”: 15.6-inch Backpack    Country of Origin: China    
 See more product details"
https://www.amazon.in/Zipline-Synthetic-Executive-Briefcase-compartments/dp/B0BL3G2JKV,        ZIPLINE Office Laptop Synthetic Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments       ,"1,599",4.3,14 ratings,B0BL3G2JKV,"Plenty of Space & Padded Laptop Sleeve - The laptop bag is a decent large size that fits 15.6''MacBook Pro.Main compartment with zipper closure outside;The inside consist of a couple different dividers,a 15.6''laptop can easily fit inside and a built in divider between the inside compartments to help separate them all.1 zipper pocket inside for significant articles such as wallets and identification documents, inner slip pockets,1 back slot is perfect for an iPad mini.    Expandable capacity ( 6 to8 inches ) - The expansion zipper makes the computer bag more flexible, it can be transformed as a duffelbag whenever you need.    Soft lined laptop sleeve holds a laptop up to 15.6 inches, suitable for most MacBooks / Macbook air / Acer Chromebook / Acer Aspire / Acer Flagship / HP pavilion / Dell inspiron 15 / Dell inspiron 13 / Notebooks / Tablet / Ultrabooks / PC Computer devices / ASUS / Apple / Windows / Ipod / Netbook    Designed with an adjustable shoulder strap which can be removed and a carry handle for your choice, free to switch to your most comfortable way.    External Dimensions: 16""(L)x12""(H) x 6.""(W),Laptop pocket: 15.6'' (L)x10.6(H)'',Shoulder Strap adjusts:31.4""- 55'',,Strap Width: 1.37''."
https://www.amazon.in/Gear-Black-Casual-Backpack-BKPCMPUS10110/dp/B00Z9427SK,        Gear Campus1 22L Water Resistant School Bag/ College Bag/ Backpack For Men/Women-Black Royalblue       ,649,4.3,"3,831 ratings",B00Z9427SK,"Outer Material: Polyester, Inner Material: Polyester, Color: Black and Royal Blue    Wear Resistant: Wear resistant, Water Resistance: Water proof    Capacity: 22 ltrs; Dimensions: 49 cms x 31.5 cms x 15 cms (LxWxH)    Number of compartments: 2; Strap Type: Adjustable    Closure Type: Zipper; Water Resistance Level: Waterproof; Age Range Description: Kid; Pocket Description: Utility Pocket"
https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FL584Z4,        Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men       ,549,3.8,"1,404 ratings",B08FL584Z4,"HEAVY-DUTY & WATER REPELLENT: Made of durable water-resistant exterior fabric as well as protective soft padded interior. Laced with zippers for a long life span. it's also called such as side bag for men and sling bags for men .bag for men    ULTRA PROTECTION LAPTOP BAG: Tabelito laptop shoulder bag features protective padding at the bottom of the individual laptop compartment and ultra-thick. you can use it as bags for mens ,side bag for men / side bag for men / office bag for women / gift for men . it's can be use as a interview bag or interview purpose .    COMPREHENSIVE WORKSPACE: The main compartment features a laptop slot and a tablet slot for up to 11"" iPad Pro with smart case & keyboard. its also use as a office bag for women , office bag for men    COMPACT AND EASY TO CARRY: Being lightweight, this bag can be comfortably carried with the handle . you can use it such as shoulder bag men , messenger bags for men , leather laptop bags for men/ laether briefcase / leather bag for men / office bag for women / laptop accessories / backpack for women    GREAT CONVENIENCE: Adjustable shoulder strap, or hang on your suitcase through the luggage strap or slipped inside your backpack, messenger bag    EFFORTLESS CARRYING: Bag is perfect to carry laptops notebook up to 15.6 inch include 2019 New MacBook Pro 16 , MacBook Pro (Retina) 15, and other 14-15.6 inch Dell XPS / HP    LARGE CAPACITY: Two front pockets With small and large pockets, and multiple elastic bands to make it easier than ever to organize accessories such as charger, cable, mouse, hub etc.    
   BRIEFCASE DIMENSION: Laptop compartment size:43CM x 30CM x 8CM/16.9 x 11.8 x 3.1 INCH,Fits most 15 - 15.6 inch Laptop. MULTIFUNCTIONAL: Adjustable shoulder strap, or hang on your suitcase through the luggage strap or slipped inside your backpack, messenger bag   Show More"
https://www.amazon.in/Okami-Wolf-unisex-adult-Messenger-Protection/dp/B0B7521SSD,        Okami Wolf unisex-adult ZenPack Laptop Messenger Bag With USB Fast Charger and RFID Protection ( Black)       ,"3,499",4.4,36 ratings,B0B7521SSD,"The ZenPack comes equipped with a dedicated laptop compartment for laptops up to 15.6"" and additional padded storage for a tablet up to 11"" screen size. A spacious master compartment allows for increased carry capacity and organisation.    Patented OkamiTech Gen-3 Charging System, integrated Fast-Charging for smart devices with Weather Shield cover to protect from rain and dust damage. The ZenPack is the only messenger bag with Okami's industry-leading charging system.    Convertible Carry - Carry as a sling or a briefcase, the ZenPack is suitable for both. The included detachable padded shoulder straps come with heavy-duty metal hardware and luxurious vegan leather inserts. With durable construction and robust materials, tackle your everyday commute with ease.    RFID Safe Pocket for valuable cards and passport. Quick-Access Documents Compartment - A quick access slip pocket on the outside lets you access documents without having to open the entire bag.    Water Resistant - Designed to withstand light rain and accidental spills. Engineered in collaboration with DRYE by Okami using durable water-resistant fabric and zippers"
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Shoulder/dp/B07Z5BYH24,        Isle Locada by Hidesign Women's SLING BAG(BORDEX/MARSALA)       ,"2,999",4.1,142 ratings,B07Z5BYH24,Leather material red colored shoulder bag    21.5 centimeters height x 21 centimeters length x 8 centimeters width    1 compartment and 2 pockets    1 year domestic warranty against manufacturing defects    Do not expose to extreme heat
https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67,        Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey)       ,"1,568",4.4,753 ratings,B097KDRZ67,"Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Expandable StorageIntuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight    Load Stabilizing Adjustable Sternum Strap : Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers    Padded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded Base    Outer material type: Polyester"
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07TDTPRJ9,        Isle Locada by Hidesign Women's SLING BAG(MARSALA/BROWN)       ,"1,899",4.5,352 ratings,B07TDTPRJ9,Leather material red colored sling bag    18 centimeters height x 20 centimeters length x 8 centimeters width    Zip closure with handle    2 compartments and 1 pocket    1 year domestic warranty against manufacturing defects
https://www.amazon.in/LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD,        LL LEATHER LAND DESIGNER BAGS Sling Bag_SLG_90       ,289,4.0,"1,547 ratings",B0BD4TTDHD,Material: Leather | Dimensions: 8H x 10L x 3W inches<br    Closure Type: Zip | Strap Type: Adjustable<br    1 Main Compartment with Zip Closure<br    1 Inner zip pocket and 1 back wide zip pocket ; Warranty: No Warranty; Inner Material Type: Cotton<br    Style Name: Contemporary; Age Range Description: Adult
https://www.amazon.in/Lino-Perros-Womens-Sling-Gold/dp/B07MV38P1L,        Lino Perros Faux Leather Sling Bag       ,849,3.9,193 ratings,B07MV38P1L,Lino Perros Black Faux Leather Sling Bag    Material Type : Faux Leather    Size : 18 Centimeters Height X 20 Centimeters Length X 6 Centimeters Width    Do not expose to extreme heat
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07T22KS9F,        Isle Locada by Hidesign Women's SLING BAG(MARSALA)       ,"1,599",4.3,152 ratings,B07T22KS9F,Leather material red colored sling bag    15.2 centimeters height x 21.5 centimeters length x 5.8 centimeters width    Zip closure    2 compartments and 1 pocket    1 year domestic warranty against manufacturing defects
